AM General,Acura,Alfa Romeo,American Motors Corporation,Audi,BMW,Bertone,Bill Dovell Motor Car Company,Buick,Cadillac,Chevrolet,Chrysler,Daewoo,Dodge,Fiat,Fisker,Ford,GMC,Genesis,Honda,Hyundai,Import Foreign Auto Sales Inc,Import Trade Services,Infiniti,Isuzu,J.K. Motors,Jaguar,Jeep,Karma,Kia,Land Rover,Lexus,Lincoln,Lotus,MINI,Mazda,Mercedes-Benz,Mercury,Mitsubishi,Nissan,Oldsmobile,Peugeot,Pininfarina,Plymouth,Polestar,Pontiac,Porsche,Quantum Technologies,Ram,Renault,STI,Saab,Saturn,Scion,Subaru,Suzuki,Toyota,Volkswagen,Volvo,Wallace Environmental,Yugo
13.83,9.713987232574189,9.136020833333333,11.945,9.9181730922453,9.234125203113498,10.69,13.06,9.639131701631701,9.648307463369962,9.58612255715794,10.649611994949495,10.2651,10.216742583904663,8.333315497076024,11.76,9.696365968789523,11.144966952129998,10.055873015873017,8.696273305508571,9.227310294291879,12.38,14.7,9.53923611111111,12.341851851851851,13.83,9.700625850340137,11.320266432356775,11.76,9.493867772141925,10.846625,7.37091841029341,8.912727272727274,11.306875000000002,8.714853362094438,9.599992979529183,9.816812835983521,9.997702991452993,10.11812635246483,9.39565838964012,10.046530612244897,13.0825,11.535,9.93803418803419,9.04,9.597805863216768,10.992988782051281,11.2,9.799999999999999,10.05217391304348,13.83,11.172004541210423,9.746227688977688,8.903299755799754,10.279955551110652,9.987309257856543,8.901473712877978,9.687632854309314,10.222966538399872,12.38,10.22
